d,dK,hK,fu,rK,mb
10495,41980,2,-49773354919375157432315355629217220705356*u - 5099036683037911328905342053391302588737639,99.0307727225202,sqrt(10495)
10497,10497,1,9404350585939278037388165563546413004672522817788*u - 963521498968426170121449799985122847601495931614487,118.087826445287,1/2*sqrt(10497)
10498,41992,4,131770045193*u + 13501125650001,30.9269413599384,sqrt(10498)
10499,41996,1,-24442241568498209962091081870799*u + 2504465190854473913876732211127610,77.5965304644417,sqrt(10499)
10501,10501,1,23743124276511275318803363277/2*u - 2433062106739967726183441534115/2,69.9667033801116,1/2*sqrt(10501)
10502,42008,2,-2806321842*u - 287589803077,27.0779481874987,sqrt(10502)
10505,10505,8,164*u - 16809,10.4228169159085,1/2*sqrt(10505)
10506,42024,20,-2*u + 205,6.01615121080529,sqrt(10506)
10507,42028,4,6627754793373*u + 679369113771398,34.8453328901445,sqrt(10507)
10509,10509,2,164127365/2*u - 16825256477/2,23.5461469561649,1/2*sqrt(10509)
10510,42040,2,9406360573541322950138730*u - 964324011008155655517664501,62.8266167615593,sqrt(10510)
10511,42044,2,-899844247502344289303*u - 92254883062521553734720,53.5719893478817,sqrt(10511)
10513,10513,1,243802526543056350089244908431628853736797500665*u + 24997785325854366959294592099227046811365590158632,114.436018878252,1/2*sqrt(10513)
10514,42056,4,-1651751627130*u - 169366974538301,33.4562361042002,sqrt(10514)
10515,42060,4,402838519*u + 41308138946,25.1374725669682,sqrt(10515)
10517,10517,2,639/2*u - 65531/2,11.0902785918704,1/2*sqrt(10517)
10518,42072,4,1546327090*u - 158587132901,26.4827171941663,sqrt(10518)
10519,42076,2,-208122261018076136353255750010964628164*u + 21345472018990221718485621321585864036505,93.5548054410898,sqrt(10519)
10522,42088,2,46253722100736798297901*u + 4744558824125564508885261,57.5121878631543,sqrt(10522)
10523,42092,2,-5343821153044491*u + 548178123586651442,41.5385238526449,sqrt(10523)
10526,42104,6,270*u - 27701,10.9223709728410,sqrt(10526)
10529,10529,1,52644098349683353788009597486873103341285145*u - 5401859132528113771250042432992156753578291668,105.996219543412,1/2*sqrt(10529)
10531,42124,1,-2322509179282076039354693280073996641912369809763132511139796783195621451978561114351473*u - 238337426431400215387155792268665132258608821563454556210833623509246687537004534588653810,206.491737698758,sqrt(10531)
10533,10533,1,-451031927/2*u + 46289589269/2,24.5581829189539,1/2*sqrt(10533)
10534,42136,2,-1520619921047672197540426609872930*u - 156069246179763300825964281985717051,81.7287550438926,sqrt(10534)
10537,10537,2,-416200527044780079057946405*u + 42722938487328567033634468632,66.6176806685013,1/2*sqrt(10537)
10538,42152,6,84*u + 8623,9.75533550815007,sqrt(10538)
10541,10541,1,-82249665309/2*u + 8444521505765/2,29.7645390045197,1/2*sqrt(10541)
10542,42168,12,-132*u + 13553,10.2075103832149,sqrt(10542)
10543,42172,2,958744695163537445746647123225489*u + 98443053742181511213750762567550052,81.2679334957601,sqrt(10543)
10545,10545,4,-668312*u + 68628191,18.7373611363621,1/2*sqrt(10545)
10546,42184,4,-15554882009698388617241*u - 1597388688085540587248535,56.4235596384392,sqrt(10546)
10547,42188,2,-917819771552*u - 94258794678783,32.8702124307050,sqrt(10547)
10549,10549,8,24*u - 2465,8.50309422589277,1/2*sqrt(10549)
10551,42204,2,2716235971007896565687268*u - 279006491425254782060084455,61.5864244607249,sqrt(10551)
10553,10553,2,-11724946952687645*u + 1204477954613682232,42.3257250948373,1/2*sqrt(10553)
10554,42216,2,-308621703695892245190*u - 31705529409571527001549,52.5039252284311,sqrt(10554)
10555,42220,6,-29134884*u - 2993246009,22.5127714377869,sqrt(10555)
10558,42232,1,-105724625624153636407602749038518328616415961305616487655761304289574400*u + 10863430363390445672094671043496198963286006933268455141841942775234559999,168.864676012159,sqrt(10558)
10559,42236,1,-2383443273630267755441952228001631*u - 244915468302674885410407633881320800,82.1793683730365,sqrt(10559)
10561,10561,3,-241533810816314482434300*u + 24821638987908354255913751,59.1669052249814,1/2*sqrt(10561)
10562,42248,2,-534716582*u - 54953674083,25.4229035584138,sqrt(10562)
10563,42252,4,70720*u - 7268351,16.4921871817831,sqrt(10563)
10565,10565,2,3969377*u - 407997122,20.5199178589819,1/2*sqrt(10565)
10567,42268,5,-246813*u - 25371368,17.7422790326367,sqrt(10567)
10569,10569,2,5013306653813355703393764*u - 515396208429043419717453655,62.2001253540484,1/2*sqrt(10569)
10570,42280,4,-104268127178186526*u + 10719858841853062861,44.5117768422711,sqrt(10570)
10573,10573,2,81327315/2*u - 8362488827/2,22.8470219263162,1/2*sqrt(10573)
10574,42296,2,3614267330172117476*u - 371654953153031266575,48.0576447330020,sqrt(10574)
10577,10577,1,-13399895701434168*u + 1378106148040894943,42.4603890545862,1/2*sqrt(10577)
10578,42312,4,-3863500956*u + 397358772497,27.4012525991548,sqrt(10578)
10579,42316,2,-328818655264831632728589143100246707161344759*u + 33820401379385957441861736200802182090773362670,107.830540576799,sqrt(10579)
10581,10581,1,-1873304735180058235352*u + 192695595551644577495135,54.3085458520898,1/2*sqrt(10581)
10582,42328,4,-73256159988*u - 7535776826447,30.3438302189991,sqrt(10582)
10583,42332,2,-682747618741964*u - 70236779839565913,39.4837956786379,sqrt(10583)
10585,10585,4,-114119020805865589*u + 11740956195262131972,44.6027621131734,1/2*sqrt(10585)
10586,42344,2,14767386407065868746207700*u - 1519391119466990909023688751,63.2812543667060,sqrt(10586)
10587,42348,4,103104148*u + 10608710407,23.7780884176932,sqrt(10587)
10589,10589,1,1853038122781/2*u - 190682935162945/2,32.8816331392815,1/2*sqrt(10589)
10590,42360,4,2979604*u + 306624271,20.2342808636031,sqrt(10590)
10591,42364,4,-18263758957644802815567*u - 1879570632715331517674000,56.5862327763211,sqrt(10591)
10594,42376,8,-442311864*u + 45525903425,25.2346944875140,sqrt(10594)
10595,42380,4,-197327*u - 20311266,17.5198334459995,sqrt(10595)
10597,10597,1,8170141585*u - 841048518018,28.1510623666809,1/2*sqrt(10597)
10598,42392,2,4713285776864*u + 485216689435647,34.5087638699900,sqrt(10598)
10599,42396,2,-5376577718055559315632571889244155*u - 553526444508238358268880441919547676,82.9947647772602,sqrt(10599)
10601,10601,1,204871377870346155313852901*u - 21093794250174827048313710080,65.9119235772558,1/2*sqrt(10601)
10603,42412,2,-15782219365492442076*u - 1625108853341788603577,49.5330089336450,sqrt(10603)
10605,10605,8,1/2*u - 103/2,4.63463471530862,1/2*sqrt(10605)
10606,42424,1,-1247750197722273516924004572606366172971049217240951769789649763766527061061396566983024652*u - 128500097961226496432679231106905795905209764101228085291563096532318651012020721017555358095,212.781735216703,sqrt(10606)
10607,42428,11,-103*u + 10608,9.96251089076395,sqrt(10607)
10610,42440,12,u - 103,5.32789973285440,sqrt(10610)
10613,10613,5,-1/2*u + 103/2,4.63482323449603,1/2*sqrt(10613)
10614,42456,4,-830206396*u + 85531407055,25.8652966599751,sqrt(10614)
10615,42460,4,52514523285*u - 5410525231376,30.0125144699165,sqrt(10615)
10617,10617,1,-48085236252665417206759169228*u + 4954646369934421774699486809623,71.3710257672884,1/2*sqrt(10617)
10618,42472,2,206331136766807607111585945733*u + 21261119643107020388032961003949,72.8275800062126,sqrt(10618)
10619,42476,4,-787337136*u + 81133936255,25.8125143406089,sqrt(10619)
10621,10621,2,115145170448712*u - 11866658146211935,37.7056562066444,1/2*sqrt(10621)
10622,42488,2,-14372403248*u + 1481264253183,28.7170642447455,sqrt(10622)
10623,42492,2,-91161401324922436*u + 9395817728928913447,44.3799435222670,sqrt(10623)
10626,42504,8,-58782*u + 6059395,16.3102676986381,sqrt(10626)
10627,42508,1,15214545162298007041418099694679723603165149365864546311065341011709126715379983*u - 1568427014570586150714415697235159113207237549238671224793553931524085603191847802,187.652612928652,sqrt(10627)
10630,42520,2,-70571753590104822150409261981498039961338392030*u - 7276081271044028576205262975415285743290633552251,113.201824074610,sqrt(10630)
10631,42524,1,920234106974817931373043531933373*u - 94882339550319283180520185918706280,81.2310928423013,sqrt(10631)
10634,42536,4,11037219785*u + 1138172318093,28.4535920426038,sqrt(10634)
10635,42540,12,880*u + 90751,12.1090219518797,sqrt(10635)
10637,10637,1,-27542251631/2*u + 2840593058169/2,28.6750339696001,1/2*sqrt(10637)
10639,42556,1,1101859168016648133780206146720067488848769595022852825129*u - 113651845953017214908941933972359383257607886702222931974560,136.673637273825,sqrt(10639)
10641,10641,3,28774150510199037292*u - 2968203908027033573335,50.1353911585456,1/2*sqrt(10641)
10642,42568,4,-4017589621430940*u - 414454825752355601,41.2588875591908,sqrt(10642)
10643,42572,2,-120042985*u + 12384224526,23.9328364645188,sqrt(10643)
10645,10645,2,-163800*u + 16900001,17.3359714196248,1/2*sqrt(10645)
10646,42584,1,924475821411066908619678287560022564759937438*u - 95386911709112679348246179499157734064456323365,108.867417740509,sqrt(10646)
10649,10649,1,925687635234684586660594611008484118708810523424*u - 95525402492650858604072960087561701367896261848575,115.776623851078,1/2*sqrt(10649)
10651,42604,1,-21062971549560156661271995915907432586616165389648761682703966690499081861021226138839355148887614482999312161595557*u - 2173776219984414778574366725760597937339103178771500470393183762236936821326986102132950830872026376244794899650750890,270.872068909574,sqrt(10651)
10653,10653,2,-703/2*u + 72559/2,11.1921553028062,1/2*sqrt(10653)
10654,42616,2,-1823345662453058433428078784*u - 188202485420873544805013753855,68.1004631247378,sqrt(10654)
10655,42620,2,750145541230540*u + 77432317790532249,39.5813278114330,sqrt(10655)
10657,10657,1,-54193365164739981838606424909482904335415199204283429601585*u + 5594529941175123962376958662991170977760641940138710824422768,140.570042084349,1/2*sqrt(10657)
10659,42636,8,-112431*u - 11607650,16.9603221020320,sqrt(10659)
10661,10661,3,472*u - 48735,11.4872999172260,1/2*sqrt(10661)
10662,42648,4,-163151058*u - 16846482437,24.2405548950638,sqrt(10662)
10663,42652,1,-1376871226251816575361933053817642860873729687332828758485041544008739924769651*u - 142178205596187528852808761071861869142346039616181350596641367371041936225674008,185.251865673869,sqrt(10663)
10666,42664,2,-1267355803380939587591536580281*u - 130887854101851089217207061424445,74.6450408513821,sqrt(10666)
10667,42668,1,146362267282778157*u + 15116466154564220122,44.8554634779512,sqrt(10667)
10669,10669,1,-1474822771409174199213117747/2*u + 152335699844777753550945626005/2,67.1958841480307,1/2*sqrt(10669)
10670,42680,4,-289038794*u + 29856462261,24.8128143250699,sqrt(10670)
10671,42684,2,10921295445436226735*u + 1128175634321902147324,49.1680359785762,sqrt(10671)
10673,10673,2,-113942724617*u + 11771447089264,30.7898451574645,1/2*sqrt(10673)
10677,10677,1,-13228134309351/2*u + 1366857427758509/2,34.8512906514990,1/2*sqrt(10677)
10678,42712,10,-930*u + 96101,12.1663021812644,sqrt(10678)
10679,42716,2,-3552480416751000253620*u - 367110651755889221807449,54.9530974394685,sqrt(10679)
10681,10681,1,-552307058980510579864701592295669518885263007041126304037831498940*u - 57080340017524496484849055630698448291530079826021324357587228734551,156.708223067617,1/2*sqrt(10681)
10685,10685,2,126053/2*u - 13029881/2,16.3827558162888,1/2*sqrt(10685)
10686,42744,4,-12584049382240*u - 1300852328883199,35.4949432627041,sqrt(10686)
10687,42748,1,2946181474627359463019574480948270809697*u - 304570193391805735635152199648725072144528,96.2128673880821,sqrt(10687)
10689,10689,2,-1041583990956904319583387860*u + 107686890009959565799973179049,67.5421725412252,1/2*sqrt(10689)
10690,42760,4,-22166963439009724397*u - 2291896796554624537047,49.8768139035924,sqrt(10690)
10691,42764,1,-204564177260764297574497350458913183*u - 21151381975961523125479886040692035330,86.6379157733562,sqrt(10691)
10694,42776,5,29886*u - 3090565,15.6370116606156,sqrt(10694)
10695,42780,16,-12*u - 1241,7.81681980343539,sqrt(10695)
10697,10697,1,-5591960057950803156073863863574412188*u - 578355751201718708490691586982064748887,89.9463996941920,1/2*sqrt(10697)
10698,42792,2,20169674951026790*u - 2086172403246330349,42.8750098553853,sqrt(10698)
10699,42796,2,1278016863508483122236336320776*u + 132192914633900247748957557661855,74.6549623005525,sqrt(10699)
10702,42808,1,-34952323469372286595519323483836010413900937765519681588420*u + 3615834333876966460763735879006049056104553904504742616643599,140.133575386937,sqrt(10702)
10703,42812,4,344396*u + 35629593,18.0818342951185,sqrt(10703)
10705,10705,2,6471698038173854394304270165116*u - 669594042833889013445144712744809,76.2773715929129,1/2*sqrt(10705)
10706,42824,4,-42764945*u - 4424880407,22.9036562689344,sqrt(10706)
10707,42828,4,-139956583*u - 14481956282,24.0893164976865,sqrt(10707)
10709,10709,1,7100024345/2*u - 734741037439/2,27.3227839440615,1/2*sqrt(10709)
10711,42844,1,207727011050596792543134500594041176302871948517199732062680934758085211622854475182398171452514203*u + 21498491216977951343809775218721404148191532467143897947535819081655451004574988775868540978303554440,231.717054143687,sqrt(10711)
10713,10713,7,276*u - 28567,10.9531546647147,1/2*sqrt(10713)
10714,42856,2,1086533835738860216880410404563314680795351613346*u - 112465437296374127842703880193964242278910599250285,115.939877594683,sqrt(10714)
10715,42860,2,91781003435*u - 9500553090126,30.5755183134135,sqrt(10715)
10717,10717,1,348940345127887059/2*u - 36123331918526744141/2,45.0334706439936,1/2*sqrt(10717)
10718,42872,8,36*u + 3727,8.91650606204133,sqrt(10718)
10721,10721,9,1680*u - 173951,12.7596761098936,1/2*sqrt(10721)
10722,42888,2,-387941273479232*u - 40170190245400577,38.9250487598376,sqrt(10722)
10723,42892,1,-365551642306115932215370525846505586722535065606494179726945*u + 37853574180456279728987196967284552878492535596111327876863226,142.481978165759,sqrt(10723)
10726,42904,2,-18444689976309585732252744718480384471381407752788322640*u + 1910250210402724267991728389042165062838963304950940755199,132.587731714910,sqrt(10726)
10727,42908,4,5075*u + 525624,13.8654885877696,sqrt(10727)
10729,10729,1,18040438923188354856692432099353412368765236992576345375791038273990799608485*u + 1868644652321969444126041633833521928678391390587985957071646950966488314987968,180.919997817324,1/2*sqrt(10729)
10730,42920,8,-70*u + 7251,9.58204184517661,sqrt(10730)
10733,10733,3,-5*u + 518,6.94312335452755,1/2*sqrt(10733)
10734,42936,2,19869589556290066986353302406*u + 2058589207146418414737682155125,70.4927208676655,sqrt(10734)
10735,42940,4,-1321120667836821561*u + 136881107742487666456,47.0587915768041,sqrt(10735)
10738,42952,4,-12556914*u - 1301201693,21.6797012342292,sqrt(10738)
10739,42956,5,745973271*u - 77304573370,25.7641661352565,sqrt(10739)
10741,10741,1,-389724757333671422261830041/2*u + 40390604553146681965901426125/2,65.8683947081943,1/2*sqrt(10741)
10742,42968,4,-57418060*u - 5951015601,23.1999749117418,sqrt(10742)
10743,42972,2,51763318331725*u - 5365187415438124,36.9118548839232,sqrt(10743)
10745,10745,2,-10276415796339924*u + 1065233652209222761,42.2028730212971,1/2*sqrt(10745)
10747,42988,12,933*u + 96722,12.1727433438546,sqrt(10747)
10749,10749,1,-196254859161676*u + 20347190439576055,38.2448664158905,1/2*sqrt(10749)
10751,43004,2,1158983562592740775*u + 120171562360943348124,46.9285992625475,sqrt(10751)
10753,10753,1,-443916374703525517213431681612232048665562652197272139177*u + 46032651165665432616175683479561781538387638025350518806356,135.769848433864,1/2*sqrt(10753)
10754,43016,6,465516*u - 48274705,18.3855654559967,sqrt(10754)
10757,10757,1,-21951/2*u + 2276669/2,14.6382239677683,1/2*sqrt(10757)
10758,43032,8,-154*u + 15973,10.3718022553700,sqrt(10758)
10759,43036,8,6833111844*u + 708768622745,27.9799421476811,sqrt(10759)
10761,10761,2,349162592530240213566813842824928*u - 36220465305093215122296890621407745,80.2680795483705,1/2*sqrt(10761)
10762,43048,6,-109429*u - 11352171,16.9380667416935,sqrt(10762)
10763,43052,2,432286201636708396131*u + 44847479851499796149062,52.8507015297590,sqrt(10763)
10765,10765,2,14297303045/2*u - 1483409785761/2,28.0253644630729,1/2*sqrt(10765)
10766,43064,2,260250043243938892*u - 27003371922802719375,45.4356405986892,sqrt(10766)
10767,43068,4,-79953464660*u - 8296303752601,30.4399783810898,sqrt(10767)
10770,43080,4,-12008921213404*u - 1246269157286639,35.4520779895915,sqrt(10770)
10771,43084,1,236359377720573989974188801817379797510014175500935526003063*u - 24530186542423153875079745646446963518109714995101099497961410,142.048157223109,sqrt(10771)
10774,43096,1,154311935679670900216580882357466509034849400513474815220310399751669006493021177815101553617708278169017602937974*u + 16017251862158221748263036279228234571859672260234229229350306200026132640109707009237621671260066034918759631887685,265.961514164621,sqrt(10774)
10777,10777,4,-115920300687061*u + 12033956586772596,37.7196559447147,1/2*sqrt(10777)
10778,43112,4,-15373*u - 1595981,14.9761463327192,sqrt(10778)
10779,43116,2,5963854877605129009909*u + 619179120406388259241970,55.4758287348680,sqrt(10779)
10781,10781,1,2329427845119797/2*u - 241868207247383815/2,40.0271693745686,1/2*sqrt(10781)
10783,43132,2,5992105033485327855*u + 622227526731668099024,48.5729846789079,sqrt(10783)
10785,10785,2,28480967735900944*u - 2957772839050600319,43.2241154203397,1/2*sqrt(10785)
10786,43144,8,977178*u - 101485475,19.1285734233175,sqrt(10786)
10787,43148,4,54868*u - 5698617,16.2488812523460,sqrt(10787)
10789,10789,1,-21916639565523689176814165098477297*u + 2276483788727376571681557788870888670,84.4088425829741,1/2*sqrt(10789)
10790,43160,8,8*u + 831,7.41577661339070,sqrt(10790)
10793,10793,1,29671941424665862790623508596*u + 3082599130062113723964967759767,70.8964730849026,1/2*sqrt(10793)
10794,43176,12,-1786*u - 185555,12.8242537935929,sqrt(10794)
10795,43180,20,99*u - 10286,9.93168620453190,sqrt(10795)
10797,10797,2,4191/2*u - 435481/2,12.9842064463039,1/2*sqrt(10797)
10798,43192,1,-434814307063863332241342991273361392708568548836*u + 45183044105205699939364093966202678207065333119503,115.027953530318,sqrt(10798)
10799,43196,1,1177614501335137009473171965302039963399*u + 122375622950970598830925324740252794256240,95.3010609986739,sqrt(10799)
10801,10801,1,-19861720539783985876452945398151384107410639204711152379417840238457768*u + 2064186103573985599223682814385946411573925905224779139244327362139036895,167.204009886146,1/2*sqrt(10801)
10802,43208,2,-34557477534768*u + 3591650926387457,36.5105355403384,sqrt(10802)
10803,43212,16,16*u + 1663,8.10952556935555,sqrt(10803)
10805,10805,2,-7505/2*u + 780123/2,13.5672068785397,1/2*sqrt(10805)
10806,43224,4,178557721860*u - 18561416582449,31.2452533454194,sqrt(10806)
10807,43228,2,-38139839381558154773892*u + 3964892670727386051023207,57.3326681979641,sqrt(10807)
10810,43240,4,-667005429410292*u + 69349321448352721,39.4710799377330,sqrt(10810)
10811,43244,2,194585403521234600853*u + 20232203891764561986970,52.0547097204389,sqrt(10811)
10813,10813,1,4847580351173449035/2*u - 504078434648904011173/2,47.6692635541594,1/2*sqrt(10813)
10814,43256,9,104*u + 10815,9.98183651680970,sqrt(10814)
10815,43260,16,-u - 104,5.33751496499457,sqrt(10815)
10817,10817,16,u - 104,5.33756119280531,1/2*sqrt(10817)
10819,43276,2,-87405695923801066743802439842252737965827140*u + 9091452947746992502669785706523298340192126201,106.516811100944,sqrt(10819)
10821,10821,1,-192096809401/2*u + 19982685355925/2,30.6258872823162,1/2*sqrt(10821)
10822,43288,2,482594468495229566159572186158*u + 50203743787711429692129477948347,73.6867895717427,sqrt(10822)
10823,43292,2,642830202211*u + 66875971239528,32.5270080248071,sqrt(10823)
10826,43304,6,-738425*u + 76831693,18.8502749628241,sqrt(10826)
10831,43324,1,-912890704226930467678260548044473864068966948688488737256576986943944920449597881229577*u - 95006443894634565238744551764508580356674337352889895930686171362267077976242468327206000,205.571994990812,sqrt(10831)
10833,10833,2,-1235075985904521587813116*u + 128548806611140096352507543,60.8114980626252,1/2*sqrt(10833)
10834,43336,4,136336859742233*u + 14190826890645255,37.8845193377175,sqrt(10834)
10835,43340,4,2519*u - 262206,13.1700329139014,sqrt(10835)
10837,10837,1,-2715554566934230594637/2*u + 282691708578786148737093/2,53.9986438877450,1/2*sqrt(10837)
10838,43352,1,-57704330122948153648773356700088554*u + 6007350574962311371551772364623075397,85.3791943435831,sqrt(10838)
10839,43356,2,-7126413212961883342489121596*u - 741934572513151279478371859815,69.4722057534727,sqrt(10839)
10841,10841,2,-49072491444651708*u + 5109433841943986345,43.7707674583901,1/2*sqrt(10841)
10842,43368,12,8*u + 833,7.41818046243842,sqrt(10842)
10843,43372,2,-1057040632271272176*u + 110069352237433397887,46.8407894964651,sqrt(10843)
10846,43384,12,75480*u - 7860799,16.5705459937429,sqrt(10846)
10847,43388,5,-230065*u - 23961024,17.6850862487547,sqrt(10847)
10849,10849,1,-4551288864952536198588780902954282018451055715700327914693987525068500*u + 474055571504525211163403387176822842755497023868907871921333564340593751,165.732843151433,1/2*sqrt(10849)
10851,43404,6,-17176416943*u + 1789235290130,28.9059566128421,sqrt(10851)
10853,10853,1,8389/2*u - 873947/2,13.6807750120680,1/2*sqrt(10853)
10855,43420,4,17572839103019277*u + 1830867209219786464,42.7444685938777,sqrt(10855)
10857,10857,4,-3316572*u + 345576617,20.3538721140216,1/2*sqrt(10857)
10858,43432,4,-166815549553215037*u - 17382468426113228949,44.9951409910241,sqrt(10858)
10859,43436,1,6220200222135692908610467211319545894947842329740792419*u - 648185454352948845351107933942764381762416163218045111970,131.506919052634,sqrt(10859)
10861,10861,1,1181908413329036601995103400085*u + 123173910915929565296642918013582,74.5842972370100,1/2*sqrt(10861)
10862,43448,1,-1353476604951624513932*u + 141060575890942131293583,53.9966235478023,sqrt(10862)
10865,10865,12,17*u - 1772,8.17301139134320,1/2*sqrt(10865)
10866,43464,2,753925616112775641886193848602308*u - 78589287228608671316563241653410065,81.0426906447082,sqrt(10866)
10867,43468,1,236184102930326378086290130490974662708768873*u - 24620989125004536618241189040260531417055809562,107.513075660912,sqrt(10867)
10869,10869,1,-86950100097950126664*u + 9064938889460662452575,51.2518482362468,1/2*sqrt(10869)
10870,43480,6,-30402*u + 3169691,15.6622918453216,sqrt(10870)
10871,43484,2,15714809531558372839229963*u - 1638490280399502209473150680,63.3567199485270,sqrt(10871)
10873,10873,1,-7571147849241200326769007142158045346653263286621852969868764*u - 789471435694080284686496838199783018138159742207365400831250647,145.519616412996,1/2*sqrt(10873)
10874,43496,2,40116698296179293*u - 4183308053358956195,43.5707811883224,sqrt(10874)
10877,10877,2,-140*u + 14601,10.2819924778888,1/2*sqrt(10877)
10879,43516,16,-8385*u + 874576,14.3746416570281,sqrt(10879)
10882,43528,2,27139219598295659905540652355844629394230*u + 2831077224323267173354988667594972710936099,98.4423783701754,sqrt(10882)
10883,43532,1,292589128065836241946449*u - 30523371274085982819861322,59.3736820738760,sqrt(10883)
10885,10885,10,-3/2*u + 313/2,5.74619298307339,1/2*sqrt(10885)
10886,43544,1,185071620501206653251572797878*u + 19309631801949661725239478968485,72.7313039989004,sqrt(10886)
10887,43548,4,-175957*u + 18359492,17.4188044544885,sqrt(10887)
10889,10889,3,1250604881885*u - 130501083831532,33.1955498284392,1/2*sqrt(10889)
10891,43564,1,13305007005125053614621538856051435841291816861849678641308568216014272675159860929757517*u + 1388509919095788713084271195840967895183509165144278475589530743075641059081682443935266450,208.254036721512,sqrt(10891)
10893,10893,1,-4058449501086476*u + 423578490435719287,41.2806624099004,1/2*sqrt(10893)
10894,43576,2,13620047890606407160548584773299577708126400117490*u - 1421583323370472286442642176239457029365853457606549,118.476758190158,sqrt(10894)
10895,43580,2,-14907981295609996*u + 1556081919196497639,42.5818499261217,sqrt(10895)
10897,10897,2,-95159609840027407751705*u + 9933587650262281180693632,58.2511111193080,1/2*sqrt(10897)
10898,43592,4,1873*u + 195529,12.8766111655690,sqrt(10898)
10901,10901,1,7264383048900*u - 758458645573751,34.9554565724641,1/2*sqrt(10901)
10902,43608,4,-18018*u - 1881307,15.1406244865835,sqrt(10902)
10903,43612,1,1274609503132749207100990637117282035486087862233953936701393374463931*u + 133091450476160374134944270701604971481929231343716548336891250519867928,164.462555086649,sqrt(10903)
10905,10905,2,-113849751227872525580*u + 11888988882362598721001,51.5230468011912,1/2*sqrt(10905)
10906,43624,4,2113614321732229016023290*u - 220728539510074514759816051,61.3521230309129,sqrt(10906)
10907,43628,2,-351523022613*u + 36711863548478,31.9272682567643,sqrt(10907)
10909,10909,5,-65/2*u + 6789/2,8.82305895599808,1/2*sqrt(10909)
10910,43640,2,7653216070305596098211830*u + 799385654078762908631124501,62.6390329126723,sqrt(10910)
10911,43644,2,-7176205830363458764540028*u + 749595834791329669263668185,62.5747235867507,sqrt(10911)
10913,10913,1,-2724081875511012177356118402096*u + 284572044638529294620829374712703,75.4216864243626,1/2*sqrt(10913)
10914,43656,8,-168246*u - 17576675,17.3752304775118,sqrt(10914)
10915,43660,4,-137621810884474833807*u + 14378021814620338479406,51.7131349112176,sqrt(10915)
10918,43672,2,-4954865356652138694*u + 517730085170311071707,48.3891328898077,sqrt(10918)
10919,43676,2,19116159928500*u + 1997524378156249,35.9238321783880,sqrt(10919)
10921,10921,1,-16527832542530797904589460346564068311116571537917051868756806181631976481251404294340412*u - 1727217810080008233030421694029393239370240773415206777665698559558736791353222409854169815,208.472317461722,1/2*sqrt(10921)
10922,43688,2,-5481229535899182*u - 572834380125514573,41.5825202104847,sqrt(10922)
10923,43692,8,76*u - 7943,9.67319349323056,sqrt(10923)
10929,10929,3,-207138464860927509884*u + 21654639906426240263575,52.1226538793059,1/2*sqrt(10929)
10930,43720,4,-3444540808073*u + 360115168892937,34.2105921903687,sqrt(10930)
10931,43724,2,-2647643338253622870336423*u - 276814877961014501854135330,61.5785383845752,sqrt(10931)
10934,43736,4,-3091250456*u - 323238980415,27.1948049446004,sqrt(10934)
10937,10937,1,2843704000812349316200858181*u - 297394885266392743653906435916,68.5580055271146,1/2*sqrt(10937)
10938,43752,2,-600690745647665601884*u + 62823177808162609668527,53.1877582121966,sqrt(10938)
10939,43756,3,35241615647250190279371*u + 3685909107375609832129130,57.2597066124826,sqrt(10939)
10941,10941,6,5/2*u - 523/2,6.25957780812539,1/2*sqrt(10941)
10942,43768,3,110617476121372232880*u - 11571032155720815417599,51.4959388803176,sqrt(10942)
10943,43772,2,-640836741720426209*u + 67037159369588894928,46.3449259375569,sqrt(10943)
10945,10945,4,-181808329094558400*u + 19020488138863818751,45.0851955757446,1/2*sqrt(10945)
10946,43784,4,-576716045*u + 60337839593,25.5163724467017,sqrt(10946)
10947,43788,4,193457*u + 20241002,17.5163680876470,sqrt(10947)
10949,10949,3,135161/2*u - 14142905/2,16.4647236428762,1/2*sqrt(10949)
10951,43804,10,30243*u - 3164840,15.6607602399199,sqrt(10951)
10954,43816,2,-69112795403429119270765351193905*u - 7233439068850229661236113754063043,78.6571698389483,sqrt(10954)
10955,43820,12,3*u - 314,6.44253763085873,sqrt(10955)
10957,10957,7,-37/2*u + 3873/2,8.26178474618084,1/2*sqrt(10957)
10958,43832,1,13428666387348259100*u - 1405719057624984009999,49.3879830900899,sqrt(10958)
10959,43836,12,969*u - 101440,12.2203699502067,sqrt(10959)
10961,10961,8,1825*u - 191068,12.8535318451776,1/2*sqrt(10961)
10963,43852,4,45674970012868896*u - 4782367848218199553,43.7046146440391,sqrt(10963)
10965,10965,4,-7/2*u + 733/2,6.59714384068571,1/2*sqrt(10965)
10966,43864,1,902991049713186825753439057460333520433172123568359334489004859084190355045947113389458*u - 94560022409388425818217169599100387487070518574181052792251070002690041281863581255109605,205.567285061686,sqrt(10966)
10967,43868,2,-38663234627*u + 4048947137412,29.7226251777388,sqrt(10967)
10969,10969,1,-108234705462225690901196942328936042477872862277264527413975814300764412526998864*u - 11335744741126667092067569326251095382397023387229819062013711653358920809334830975,189.630500697669,1/2*sqrt(10969)
10970,43880,4,1971985*u - 206541307,19.8391581648195,sqrt(10970)
10973,10973,1,-138975425/2*u + 14557965989/2,23.4014041713985,1/2*sqrt(10973)
10974,43896,4,-1138572726*u + 119273305195,26.1978305595852,sqrt(10974)
